transaction_id,timestamp,user_id,amount,merchant_category,country,device_age_days,transactions_last_24h,account_age_days,is_weekend,is_night,chargeback_seen_after_txn,is_fraud
901388,2025-02-05 15:56:00,1803,14.37,marketplace,RU,121.2,1,483.2,0,0,0,0
901389,2025-02-05 16:33:00,1793,15.34,games,TR,221.4,2,336.1,0,0,0,0
901390,2025-02-05 17:10:00,1227,78.37,travel,RU,83.0,1,296.8,0,0,0,0
901391,2025-02-05 17:47:00,1203,19.15,travel,RU,95.6,2,106.1,0,0,0,0
901392,2025-02-05 18:24:00,1095,21.28,games,TR,113.3,1,67.2,0,0,0,0
901393,2025-02-05 19:01:00,1611,25.15,pharmacy,RU,100.2,1,12.5,0,0,0,0
901394,2025-02-05 19:38:00,1020,26.56,grocery,RU,152.3,3,93.8,0,0,0,1
901395,2025-02-05 20:15:00,1160,58.35,games,RU,24.9,3,76.7,0,0,0,0
901396,2025-02-05 20:52:00,1772,10.6,games,RU,189.8,4,643.5,0,0,0,0
901397,2025-02-05 21:29:00,1540,26.59,pharmacy,RU,434.4,1,643.5,0,0,0,0
901398,2025-02-05 22:06:00,1383,89.67,travel,RU,0.6,2,142.2,0,0,0,0
901399,2025-02-05 22:43:00,1117,214.75,travel,RU,192.3,2,74.0,0,0,0,0
901400,2025-02-05 23:20:00,1718,9.29,pharmacy,RU,12.8,1,390.0,0,1,0,0
901401,2025-02-05 23:57:00,1718,42.43,marketplace,RU,236.9,3,39.6,0,1,0,0
901402,2025-02-06 00:34:00,1039,26.55,pharmacy,RU,268.8,4,23.8,0,1,0,0
901403,2025-02-06 01:11:00,1631,28.82,marketplace,RU,66.6,3,548.4,0,1,0,0
901404,2025-02-06 01:48:00,1279,15.48,grocery,KZ,253.6,4,312.6,0,1,1,1
901405,2025-02-06 02:25:00,1578,62.19,games,KZ,55.9,2,459.0,0,1,0,0
901406,2025-02-06 03:02:00,1250,59.39,pharmacy,RU,649.8,5,427.7,0,1,0,0
901407,2025-02-06 03:39:00,1012,305.08,electronics,RU,94.4,3,693.5,0,1,0,0
901408,2025-02-06 04:16:00,1640,9.59,travel,RU,3.1,1,73.3,0,1,0,0
901409,2025-02-06 04:53:00,1710,6.53,marketplace,RU,0.1,3,185.6,0,1,0,0
901410,2025-02-06 05:30:00,1581,200.19,grocery,RU,47.2,1,157.3,0,1,0,0
901411,2025-02-06 06:07:00,1128,30.06,pharmacy,RU,70.8,3,270.5,0,0,0,0
901412,2025-02-06 06:44:00,1382,20.88,electronics,RU,240.9,3,110.5,0,0,0,0
901413,2025-02-06 07:21:00,1453,37.32,marketplace,RU,180.5,1,261.0,0,0,0,0
901414,2025-02-06 07:58:00,1674,8.98,games,TR,241.7,1,385.9,0,0,0,0
901415,2025-02-06 08:35:00,1660,44.18,grocery,RU,370.8,4,627.0,0,0,0,0
901416,2025-02-06 09:12:00,1754,29.31,grocery,RU,526.5,2,557.2,0,0,0,0
901417,2025-02-06 09:49:00,1536,82.8,pharmacy,RU,21.8,2,524.5,0,0,0,0
901418,2025-02-06 10:26:00,1798,68.12,pharmacy,KZ,94.6,2,192.8,0,0,1,1
901419,2025-02-06 11:03:00,1696,73.43,electronics,KZ,161.4,0,1745.9,0,0,0,0
901420,2025-02-06 11:40:00,1170,37.4,games,RU,314.0,3,80.1,0,0,0,0
901421,2025-02-06 12:17:00,1602,133.47,games,RU,380.5,1,2024.7,0,0,0,0
901422,2025-02-06 12:54:00,1072,52.91,grocery,RU,34.3,2,722.7,0,0,0,0
901423,2025-02-06 13:31:00,1642,19.5,pharmacy,RU,735.5,0,596.6,0,0,0,0
901424,2025-02-06 14:08:00,1188,15.21,grocery,RU,69.8,3,473.1,0,0,0,0
901425,2025-02-06 14:45:00,1253,16.83,travel,RU,353.9,2,320.8,0,0,0,0
901426,2025-02-06 15:22:00,1487,53.51,grocery,RU,74.0,2,18.4,0,0,0,0
901427,2025-02-06 15:59:00,1322,9.5,electronics,RU,3.7,0,494.4,0,0,0,0
901428,2025-02-06 16:36:00,1550,36.22,marketplace,AE,192.3,2,170.9,0,0,0,0
901429,2025-02-06 17:13:00,1426,14.89,games,RU,161.9,3,25.4,0,0,0,0
901430,2025-02-06 17:50:00,1540,10.2,pharmacy,RU,57.9,0,22.8,0,0,0,0
901431,2025-02-06 18:27:00,1498,11.79,electronics,AE,48.7,2,29.7,0,0,0,0
901432,2025-02-06 19:04:00,1175,30.83,grocery,RU,102.2,2,45.5,0,0,0,0
901433,2025-02-06 19:41:00,1587,62.64,games,RU,237.6,3,143.4,0,0,0,0
901434,2025-02-06 20:18:00,1814,17.14,electronics,KZ,77.8,4,444.7,0,0,0,0
901435,2025-02-06 20:55:00,1472,4.86,grocery,RU,144.2,1,292.5,0,0,0,0
901436,2025-02-06 21:32:00,1516,538.56,travel,TR,648.5,2,435.8,0,0,1,1
901437,2025-02-06 22:09:00,1603,86.14,travel,RU,32.7,3,683.4,0,0,0,0
901438,2025-02-06 22:46:00,1071,72.9,grocery,TR,69.2,1,744.0,0,0,0,0
901439,2025-02-06 23:23:00,1128,136.33,games,RU,21.5,3,13.2,0,1,0,0
901440,2025-02-07 00:00:00,1474,34.23,travel,KZ,87.2,3,144.5,0,1,0,0
901441,2025-02-07 00:37:00,1335,27.9,marketplace,RU,318.6,3,530.3,0,1,0,0
901442,2025-02-07 01:14:00,1588,106.72,grocery,RU,622.7,3,309.2,0,1,0,0
901443,2025-02-07 01:51:00,1776,106.07,travel,RU,113.2,1,235.2,0,1,0,0
901444,2025-02-07 02:28:00,1664,54.8,pharmacy,RU,234.8,1,833.7,0,1,0,0
901445,2025-02-07 03:05:00,1184,69.7,travel,RU,189.0,5,490.6,0,1,0,0
901446,2025-02-07 03:42:00,1261,10.33,electronics,RU,193.9,4,218.8,0,1,0,0
901447,2025-02-07 04:19:00,1122,24.99,marketplace,RU,119.8,0,1189.9,0,1,0,0
901448,2025-02-07 04:56:00,1082,145.97,electronics,RU,140.2,2,1005.7,0,1,0,0
901449,2025-02-07 05:33:00,1633,64.97,marketplace,RU,21.1,1,97.4,0,1,0,0
901450,2025-02-07 06:10:00,1588,8.45,marketplace,RU,31.9,1,565.7,0,0,0,0
901451,2025-02-07 06:47:00,1165,19.53,pharmacy,AM,2.3,1,879.9,0,0,0,0
901452,2025-02-07 07:24:00,1599,126.07,pharmacy,KZ,20.2,1,285.6,0,0,0,0
901453,2025-02-07 08:01:00,1388,47.45,games,RU,131.1,3,722.4,0,0,0,0
901454,2025-02-07 08:38:00,1744,37.1,pharmacy,AM,35.4,0,223.8,0,0,0,0
901455,2025-02-07 09:15:00,1605,38.12,electronics,AM,108.6,1,567.3,0,0,0,0
901456,2025-02-07 09:52:00,1230,29.22,grocery,RU,7.8,1,489.8,0,0,0,0
901457,2025-02-07 10:29:00,1412,19.65,games,RU,65.1,1,479.7,0,0,0,0
901458,2025-02-07 11:06:00,1198,14.88,pharmacy,RU,269.5,0,15.5,0,0,0,0
901459,2025-02-07 11:43:00,1766,78.2,marketplace,RU,175.8,0,175.5,0,0,0,0
901460,2025-02-07 12:20:00,1437,39.01,pharmacy,TR,231.3,5,167.3,0,0,0,0
901461,2025-02-07 12:57:00,1746,59.52,marketplace,RU,103.6,4,1067.9,0,0,0,0
901462,2025-02-07 13:34:00,1434,51.52,games,RU,117.6,3,232.0,0,0,0,0
901463,2025-02-07 14:11:00,1427,111.93,electronics,RU,163.8,1,1136.7,0,0,0,0
901464,2025-02-07 14:48:00,1157,47.43,electronics,RU,77.2,1,381.5,0,0,0,0
901465,2025-02-07 15:25:00,1816,66.11,electronics,AM,8.6,5,32.5,0,0,0,0
901466,2025-02-07 16:02:00,1571,36.62,marketplace,KZ,291.2,2,257.1,0,0,0,0
901467,2025-02-07 16:39:00,1248,13.43,marketplace,AE,215.3,3,419.8,0,0,0,0
901468,2025-02-07 17:16:00,1713,25.71,pharmacy,RU,253.3,2,26.7,0,0,0,0
901469,2025-02-07 17:53:00,1198,53.57,marketplace,RU,14.2,2,118.5,0,0,0,0
901470,2025-02-07 18:30:00,1082,57.97,travel,TR,92.4,3,3.2,0,0,0,0
901471,2025-02-07 19:07:00,1569,116.27,pharmacy,RU,301.6,4,424.6,0,0,0,0
901472,2025-02-07 19:44:00,1636,20.82,electronics,AE,252.8,1,804.2,0,0,0,0
901473,2025-02-07 20:21:00,1486,38.61,grocery,RU,37.3,2,620.3,0,0,0,0
901474,2025-02-07 20:58:00,1606,28.04,games,RU,66.8,5,128.1,0,0,1,0
901475,2025-02-07 21:35:00,1213,135.89,pharmacy,RU,79.2,1,441.8,0,0,0,0
901476,2025-02-07 22:12:00,1236,44.2,games,AM,38.1,2,272.3,0,0,0,0
901477,2025-02-07 22:49:00,1315,44.97,travel,RU,24.7,4,566.2,0,0,0,0
901478,2025-02-07 23:26:00,1176,30.51,games,KZ,43.9,2,2.2,0,1,0,0
901479,2025-02-08 00:03:00,1198,25.72,travel,RU,63.1,2,430.5,1,1,0,0
901480,2025-02-08 00:40:00,1040,8.55,electronics,RU,35.5,0,210.3,1,1,0,0
901481,2025-02-08 01:17:00,1201,10.12,electronics,KZ,2.0,3,180.1,1,1,0,0
901482,2025-02-08 01:54:00,1465,37.0,travel,RU,47.5,3,55.8,1,1,0,0
901483,2025-02-08 02:31:00,1312,33.07,electronics,RU,186.7,0,514.4,1,1,0,0
901484,2025-02-08 03:08:00,1364,37.19,grocery,RU,105.0,2,128.2,1,1,0,0
901485,2025-02-08 03:45:00,1785,73.5,games,TR,84.8,1,580.4,1,1,0,0
901486,2025-02-08 04:22:00,1005,34.25,travel,RU,94.8,2,384.2,1,1,0,0
901487,2025-02-08 04:59:00,1709,23.02,grocery,RU,181.3,1,162.8,1,1,0,0
901488,2025-02-08 05:36:00,1028,26.08,marketplace,AM,24.3,2,1582.3,1,1,0,0
901489,2025-02-08 06:13:00,1435,39.23,games,RU,102.1,0,8.3,1,0,0,0
901490,2025-02-08 06:50:00,1110,22.38,grocery,RU,120.0,0,1541.9,1,0,0,0
901491,2025-02-08 07:27:00,1406,82.1,grocery,AM,11.0,5,136.8,1,0,0,0
901492,2025-02-08 08:04:00,1760,31.18,grocery,KZ,21.1,4,657.0,1,0,0,0
901493,2025-02-08 08:41:00,1026,39.51,travel,RU,9.3,4,583.7,1,0,0,0
901494,2025-02-08 09:18:00,1430,15.11,electronics,AE,254.9,2,1180.0,1,0,0,0
901495,2025-02-08 09:55:00,1392,82.14,marketplace,RU,567.0,3,247.7,1,0,0,0
901496,2025-02-08 10:32:00,1383,115.02,travel,RU,37.3,3,260.8,1,0,0,0
901497,2025-02-08 11:09:00,1530,9.24,pharmacy,RU,63.0,0,120.1,1,0,0,0
901498,2025-02-08 11:46:00,1277,45.19,electronics,AM,44.7,4,286.8,1,0,0,0
901499,2025-02-08 12:23:00,1661,28.58,grocery,RU,43.1,0,168.2,1,0,0,0
901500,2025-02-08 13:00:00,1202,40.68,travel,RU,28.9,3,67.2,1,0,0,0
901501,2025-02-08 13:37:00,1302,47.32,pharmacy,RU,12.8,0,655.4,1,0,0,0
901502,2025-02-08 14:14:00,1398,4.21,pharmacy,RU,89.7,3,340.3,1,0,0,0
901503,2025-02-08 14:51:00,1781,62.4,electronics,RU,178.9,0,625.4,1,0,0,0
901504,2025-02-08 15:28:00,1453,85.73,electronics,RU,16.3,1,127.5,1,0,1,0
901505,2025-02-08 16:05:00,1714,94.85,travel,KZ,38.6,5,376.2,1,0,0,0
901506,2025-02-08 16:42:00,1118,13.46,travel,RU,194.5,2,347.5,1,0,0,0
901507,2025-02-08 17:19:00,1069,30.63,electronics,RU,64.8,2,240.5,1,0,0,0
901508,2025-02-08 17:56:00,1426,19.39,marketplace,RU,70.3,1,755.8,1,0,0,0
901509,2025-02-08 18:33:00,1767,5.62,marketplace,KZ,82.1,4,1157.1,1,0,0,0
901510,2025-02-08 19:10:00,1198,18.02,travel,RU,260.0,4,118.7,1,0,1,0
901511,2025-02-08 19:47:00,1189,11.87,grocery,RU,21.9,4,91.3,1,0,0,0
901512,2025-02-08 20:24:00,1125,42.57,travel,RU,9.6,2,99.1,1,0,0,0
901513,2025-02-08 21:01:00,1784,7.26,marketplace,RU,66.2,2,123.1,1,0,0,0
901514,2025-02-08 21:38:00,1078,13.05,marketplace,AM,52.9,2,307.8,1,0,0,0
901515,2025-02-08 22:15:00,1536,19.74,pharmacy,RU,190.9,3,393.7,1,0,0,0
901516,2025-02-08 22:52:00,1323,63.0,pharmacy,RU,91.6,0,1361.7,1,0,0,0
901517,2025-02-08 23:29:00,1350,383.75,travel,AM,40.4,1,324.0,1,1,0,0
901518,2025-02-09 00:06:00,1604,41.38,travel,RU,8.8,3,36.5,1,1,0,0
901519,2025-02-09 00:43:00,1370,12.44,marketplace,RU,450.3,1,712.7,1,1,0,0
901520,2025-02-09 01:20:00,1019,17.1,electronics,RU,11.1,2,1286.7,1,1,0,0
901521,2025-02-09 01:57:00,1478,56.95,travel,AM,97.5,2,84.0,1,1,0,0
901522,2025-02-09 02:34:00,1021,9.38,marketplace,TR,16.4,2,244.9,1,1,0,0
901523,2025-02-09 03:11:00,1717,84.53,pharmacy,RU,231.0,1,331.5,1,1,0,0
901524,2025-02-09 03:48:00,1803,40.29,grocery,RU,42.7,6,1185.1,1,1,0,0
901525,2025-02-09 04:25:00,1711,28.15,pharmacy,RU,13.1,4,1414.8,1,1,0,0
901526,2025-02-09 05:02:00,1351,6.91,grocery,RU,10.5,0,450.6,1,1,0,0
901527,2025-02-09 05:39:00,1352,72.12,electronics,RU,26.4,1,153.2,1,1,0,0
901528,2025-02-09 06:16:00,1497,15.87,marketplace,RU,278.2,3,178.4,1,0,0,0
901529,2025-02-09 06:53:00,1721,36.17,grocery,RU,269.8,4,266.9,1,0,0,0
901530,2025-02-09 07:30:00,1640,27.35,electronics,RU,39.1,2,133.8,1,0,0,0
901531,2025-02-09 08:07:00,1401,7.57,marketplace,RU,80.2,1,948.7,1,0,0,0
901532,2025-02-09 08:44:00,1689,25.59,pharmacy,AE,62.9,4,37.9,1,0,0,0
901533,2025-02-09 09:21:00,1354,10.6,electronics,RU,181.9,2,466.9,1,0,0,0
901534,2025-02-09 09:58:00,1654,17.52,travel,TR,64.6,2,662.1,1,0,0,0
901535,2025-02-09 10:35:00,1206,46.5,marketplace,RU,129.8,2,369.1,1,0,0,0
901536,2025-02-09 11:12:00,1385,59.28,games,RU,60.7,1,235.1,1,0,0,0
901537,2025-02-09 11:49:00,1703,30.99,electronics,RU,2.0,1,319.3,1,0,0,0
901538,2025-02-09 12:26:00,1209,14.22,grocery,AE,32.9,2,21.8,1,0,1,1
901539,2025-02-09 13:03:00,1527,17.59,travel,AM,63.4,2,201.8,1,0,0,0
901540,2025-02-09 13:40:00,1238,17.32,electronics,RU,101.0,2,115.6,1,0,0,0
901541,2025-02-09 14:17:00,1366,4.6,travel,RU,50.8,2,90.3,1,0,0,0
901542,2025-02-09 14:54:00,1275,33.65,grocery,RU,69.5,1,128.4,1,0,0,0
901543,2025-02-09 15:31:00,1563,7.03,travel,RU,67.2,0,96.2,1,0,0,0
901544,2025-02-09 16:08:00,1642,33.74,electronics,RU,3.0,3,738.2,1,0,0,0
901545,2025-02-09 16:45:00,1731,8.47,marketplace,TR,82.9,2,151.6,1,0,0,0
901546,2025-02-09 17:22:00,1302,10.64,electronics,RU,235.3,1,257.0,1,0,0,0
901547,2025-02-09 17:59:00,1168,57.5,electronics,KZ,14.3,4,83.0,1,0,0,0
901548,2025-02-09 18:36:00,1791,32.2,electronics,RU,246.7,1,711.7,1,0,0,0
901549,2025-02-09 19:13:00,1333,5.78,games,RU,27.7,1,63.2,1,0,0,0
901550,2025-02-09 19:50:00,1554,19.05,pharmacy,RU,518.6,0,433.8,1,0,0,0
901551,2025-02-09 20:27:00,1323,39.88,electronics,KZ,296.9,2,111.4,1,0,0,0
901552,2025-02-09 21:04:00,1709,18.04,pharmacy,RU,27.0,2,76.4,1,0,0,0
901553,2025-02-09 21:41:00,1064,23.13,grocery,RU,112.9,1,467.7,1,0,0,0
901554,2025-02-09 22:18:00,1033,39.24,electronics,RU,82.9,4,330.9,1,0,0,0
901555,2025-02-09 22:55:00,1283,32.79,electronics,RU,211.6,4,1061.0,1,0,0,0
901556,2025-02-09 23:32:00,1352,12.9,pharmacy,RU,105.4,4,119.2,1,1,1,1
901557,2025-02-10 00:09:00,1647,32.14,games,RU,164.8,1,131.6,0,1,0,0
901558,2025-02-10 00:46:00,1399,24.32,travel,AM,175.7,2,918.7,0,1,0,0
901559,2025-02-10 01:23:00,1215,148.67,games,RU,401.8,4,1081.1,0,1,0,0
901560,2025-02-10 02:00:00,1064,28.71,electronics,AM,107.4,1,1359.5,0,1,0,0
901561,2025-02-10 02:37:00,1689,35.57,electronics,AM,1.7,3,345.4,0,1,0,0
901562,2025-02-10 03:14:00,1432,39.8,pharmacy,RU,176.2,1,1210.0,0,1,0,0
901563,2025-02-10 03:51:00,1811,23.57,marketplace,RU,45.2,2,1013.8,0,1,0,0
901564,2025-02-10 04:28:00,1281,16.48,grocery,RU,57.5,3,1431.3,0,1,0,0
901565,2025-02-10 05:05:00,1190,47.65,travel,RU,21.4,1,401.4,0,1,0,0
901566,2025-02-10 05:42:00,1230,48.0,marketplace,KZ,72.0,2,241.8,0,1,0,0
901567,2025-02-10 06:19:00,1348,205.27,pharmacy,KZ,85.6,5,366.0,0,0,0,0
901568,2025-02-10 06:56:00,1119,61.45,electronics,RU,7.4,0,233.0,0,0,0,0
901569,2025-02-10 07:33:00,1111,62.39,grocery,RU,208.8,2,744.8,0,0,0,0
901570,2025-02-10 08:10:00,1674,60.1,games,RU,12.2,7,897.1,0,0,0,0
901571,2025-02-10 08:47:00,1588,16.92,pharmacy,RU,50.8,1,420.0,0,0,0,0
901572,2025-02-10 09:24:00,1426,10.15,electronics,RU,139.5,3,46.5,0,0,0,0
901573,2025-02-10 10:01:00,1409,12.77,electronics,TR,61.0,3,192.5,0,0,0,0
901574,2025-02-10 10:38:00,1422,58.51,pharmacy,RU,87.5,4,288.7,0,0,0,0
901575,2025-02-10 11:15:00,1500,113.23,games,TR,809.3,3,675.1,0,0,0,0
901576,2025-02-10 11:52:00,1242,60.98,electronics,RU,65.7,2,632.6,0,0,0,0
901577,2025-02-10 12:29:00,1661,27.11,marketplace,RU,164.8,2,816.2,0,0,0,0
901578,2025-02-10 13:06:00,1006,142.45,marketplace,RU,222.0,1,208.9,0,0,0,0
901579,2025-02-10 13:43:00,1659,21.13,pharmacy,RU,93.9,2,239.4,0,0,0,0
901580,2025-02-10 14:20:00,1674,11.21,marketplace,RU,296.3,3,682.3,0,0,0,0
901581,2025-02-10 14:57:00,1438,39.56,travel,RU,348.9,2,140.6,0,0,0,0
901582,2025-02-10 15:34:00,1250,100.75,grocery,RU,88.0,3,369.7,0,0,0,0
901583,2025-02-10 16:11:00,1749,14.74,pharmacy,RU,166.3,5,409.3,0,0,0,0
901584,2025-02-10 16:48:00,1695,6.79,games,RU,24.0,1,1.0,0,0,0,0
901585,2025-02-10 17:25:00,1792,32.59,travel,RU,311.7,1,1005.1,0,0,0,0
901586,2025-02-10 18:02:00,1013,63.07,electronics,RU,133.8,3,1162.7,0,0,0,0
901587,2025-02-10 18:39:00,1536,2.19,grocery,RU,63.7,1,684.6,0,0,0,0
901588,2025-02-10 19:16:00,1006,75.92,electronics,RU,74.2,1,357.5,0,0,0,0
901589,2025-02-10 19:53:00,1032,9.21,games,KZ,81.5,0,66.6,0,0,0,0
901590,2025-02-10 20:30:00,1053,60.48,electronics,RU,66.8,4,141.7,0,0,0,0
901591,2025-02-10 21:07:00,1659,5.22,marketplace,KZ,74.3,2,1234.3,0,0,0,0
901592,2025-02-10 21:44:00,1618,8.35,travel,RU,37.4,3,40.7,0,0,0,0
901593,2025-02-10 22:21:00,1758,54.97,grocery,RU,107.9,2,676.9,0,0,0,0
901594,2025-02-10 22:58:00,1539,94.08,games,RU,26.7,0,644.2,0,0,0,0
901595,2025-02-10 23:35:00,1473,31.24,pharmacy,KZ,338.7,0,245.0,0,1,0,0
901596,2025-02-11 00:12:00,1154,272.0,electronics,KZ,174.2,4,158.3,0,1,0,0
901597,2025-02-11 00:49:00,1595,12.55,marketplace,RU,115.6,0,403.9,0,1,0,0
901598,2025-02-11 01:26:00,1774,12.41,pharmacy,RU,371.3,1,344.2,0,1,0,0
901599,2025-02-11 02:03:00,1302,24.0,games,KZ,8.1,4,125.0,0,1,0,0
901600,2025-02-11 02:40:00,1591,22.99,grocery,RU,80.5,0,36.0,0,1,0,0
901601,2025-02-11 03:17:00,1426,40.66,travel,RU,349.6,4,427.4,0,1,0,0
901602,2025-02-11 03:54:00,1443,16.14,marketplace,RU,93.5,2,199.2,0,1,0,0
901603,2025-02-11 04:31:00,1678,52.5,electronics,RU,122.2,3,37.9,0,1,0,0
901604,2025-02-11 05:08:00,1247,51.38,marketplace,KZ,9.8,0,91.1,0,1,0,0
901605,2025-02-11 05:45:00,1744,134.56,electronics,RU,60.6,1,2500.0,0,1,0,0
901606,2025-02-11 06:22:00,1837,20.26,games,RU,13.0,3,5.7,0,0,0,0
901607,2025-02-11 06:59:00,1097,42.66,travel,RU,468.5,5,281.6,0,0,0,0
901608,2025-02-11 07:36:00,1434,54.34,grocery,AM,182.7,5,224.5,0,0,0,0
901609,2025-02-11 08:13:00,1014,31.3,games,RU,117.0,2,192.9,0,0,0,0
901610,2025-02-11 08:50:00,1287,26.04,travel,RU,407.6,5,974.9,0,0,0,0
901611,2025-02-11 09:27:00,1317,4.92,electronics,RU,65.0,1,23.2,0,0,0,0
901612,2025-02-11 10:04:00,1564,33.96,electronics,RU,197.2,3,78.0,0,0,0,0
901613,2025-02-11 10:41:00,1332,53.84,travel,RU,34.9,3,116.6,0,0,0,0
901614,2025-02-11 11:18:00,1307,29.9,grocery,RU,47.6,0,436.3,0,0,0,0
901615,2025-02-11 11:55:00,1657,15.58,games,RU,28.9,2,325.0,0,0,0,0
901616,2025-02-11 12:32:00,1644,6.95,grocery,TR,317.5,0,738.9,0,0,0,0
901617,2025-02-11 13:09:00,1007,47.36,electronics,KZ,295.3,6,136.5,0,0,0,0
901618,2025-02-11 13:46:00,1286,32.45,games,AM,10.4,2,468.7,0,0,0,0
901619,2025-02-11 14:23:00,1649,110.05,pharmacy,KZ,227.8,2,424.6,0,0,0,0
901620,2025-02-11 15:00:00,1087,8.55,travel,RU,124.8,3,505.1,0,0,0,0
901621,2025-02-11 15:37:00,1455,20.63,games,KZ,67.4,3,978.1,0,0,0,0
901622,2025-02-11 16:14:00,1418,9.59,marketplace,RU,85.2,6,715.8,0,0,0,0
901623,2025-02-11 16:51:00,1593,79.26,games,KZ,341.5,2,1175.9,0,0,0,0
901624,2025-02-11 17:28:00,1574,96.08,pharmacy,TR,163.3,4,744.1,0,0,0,0
901625,2025-02-11 18:05:00,1432,177.74,travel,RU,67.5,0,169.8,0,0,0,0
901626,2025-02-11 18:42:00,1351,50.36,electronics,RU,67.1,3,410.4,0,0,0,0
901627,2025-02-11 19:19:00,1672,64.09,travel,RU,30.8,3,886.5,0,0,0,0
901628,2025-02-11 19:56:00,1324,46.64,travel,TR,119.1,4,717.4,0,0,0,0
901629,2025-02-11 20:33:00,1371,52.76,games,RU,35.9,4,393.5,0,0,0,0
901630,2025-02-11 21:10:00,1356,32.92,grocery,RU,271.2,1,24.3,0,0,0,0
901631,2025-02-11 21:47:00,1293,54.98,pharmacy,AM,76.9,1,97.5,0,0,0,0
901632,2025-02-11 22:24:00,1535,216.15,grocery,RU,174.1,3,420.1,0,0,0,0
901633,2025-02-11 23:01:00,1541,38.35,pharmacy,RU,454.4,3,148.8,0,1,0,0
901634,2025-02-11 23:38:00,1764,32.19,travel,RU,115.6,0,252.4,0,1,0,0
901635,2025-02-12 00:15:00,1377,37.65,pharmacy,RU,8.6,1,152.0,0,1,0,0
901636,2025-02-12 00:52:00,1646,27.54,electronics,RU,80.4,4,660.6,0,1,0,0
901637,2025-02-12 01:29:00,1257,39.32,electronics,RU,192.0,0,472.5,0,1,0,0
901638,2025-02-12 02:06:00,1818,26.72,electronics,RU,711.0,3,367.4,0,1,0,0
901639,2025-02-12 02:43:00,1776,88.2,pharmacy,RU,177.5,4,78.6,0,1,0,0
901640,2025-02-12 03:20:00,1502,80.61,electronics,TR,112.3,2,43.5,0,1,0,0
901641,2025-02-12 03:57:00,1614,221.26,travel,KZ,563.1,0,194.0,0,1,0,0
901642,2025-02-12 04:34:00,1492,30.84,grocery,RU,54.0,4,502.0,0,1,0,0
901643,2025-02-12 05:11:00,1167,40.84,electronics,RU,47.3,3,10.9,0,1,0,0
901644,2025-02-12 05:48:00,1799,39.34,marketplace,TR,61.1,6,525.0,0,1,0,0
901645,2025-02-12 06:25:00,1629,37.7,grocery,RU,49.7,3,186.8,0,0,0,0
901646,2025-02-12 07:02:00,1356,87.09,marketplace,TR,83.0,1,752.3,0,0,0,0
901647,2025-02-12 07:39:00,1214,7.3,pharmacy,TR,106.1,2,516.4,0,0,0,0
901648,2025-02-12 08:16:00,1568,47.69,marketplace,AE,21.6,1,146.7,0,0,0,0
901649,2025-02-12 08:53:00,1366,189.84,games,RU,246.8,0,232.3,0,0,0,0
901650,2025-02-12 09:30:00,1704,107.41,pharmacy,RU,172.1,2,391.7,0,0,0,0
901651,2025-02-12 10:07:00,1184,96.9,marketplace,RU,179.3,1,1454.3,0,0,0,0
901652,2025-02-12 10:44:00,1442,67.21,pharmacy,RU,235.6,3,357.8,0,0,0,0
901653,2025-02-12 11:21:00,1096,18.43,games,RU,243.7,2,85.8,0,0,0,0
901654,2025-02-12 11:58:00,1606,16.04,travel,RU,99.2,2,302.6,0,0,0,0
901655,2025-02-12 12:35:00,1339,16.15,marketplace,RU,250.2,0,267.7,0,0,0,0
901656,2025-02-12 13:12:00,1163,11.31,electronics,RU,40.1,5,631.6,0,0,0,0
901657,2025-02-12 13:49:00,1471,73.84,games,RU,745.8,2,165.1,0,0,0,0
901658,2025-02-12 14:26:00,1485,118.1,grocery,RU,247.9,3,234.7,0,0,0,0
901659,2025-02-12 15:03:00,1256,46.57,games,RU,19.9,3,795.8,0,0,0,0
901660,2025-02-12 15:40:00,1798,64.99,grocery,RU,30.0,2,586.3,0,0,0,0
901661,2025-02-12 16:17:00,1063,41.02,grocery,KZ,149.1,2,1428.4,0,0,0,0
901662,2025-02-12 16:54:00,1282,52.56,electronics,AM,39.0,2,87.5,0,0,0,0
901663,2025-02-12 17:31:00,1212,4.69,pharmacy,KZ,130.4,1,1.5,0,0,0,0
901664,2025-02-12 18:08:00,1786,41.81,pharmacy,RU,119.8,0,795.5,0,0,0,0
901665,2025-02-12 18:45:00,1208,21.48,games,AM,51.7,1,45.3,0,0,0,0
901666,2025-02-12 19:22:00,1187,30.38,games,RU,2.5,1,962.3,0,0,0,0
901667,2025-02-12 19:59:00,1502,38.6,electronics,KZ,10.8,3,95.0,0,0,0,0
901668,2025-02-12 20:36:00,1221,16.54,grocery,RU,60.3,3,419.6,0,0,0,0
901669,2025-02-12 21:13:00,1239,11.96,grocery,RU,27.3,2,553.2,0,0,0,0
901670,2025-02-12 21:50:00,1208,16.1,grocery,RU,103.1,1,110.6,0,0,0,0
901671,2025-02-12 22:27:00,1453,8.55,travel,RU,230.7,2,295.9,0,0,0,0
901672,2025-02-12 23:04:00,1636,11.14,pharmacy,RU,27.7,0,291.1,0,1,0,0
901673,2025-02-12 23:41:00,1399,12.6,grocery,RU,122.2,3,349.5,0,1,0,0
901674,2025-02-13 00:18:00,1756,8.66,travel,RU,47.0,2,653.8,0,1,0,0
901675,2025-02-13 00:55:00,1226,50.7,games,KZ,74.0,2,60.9,0,1,0,0
